asset,current_price,prev_close,opens,bids,ask,day_range_min,day_range_max,fifty_two_wk_min,fifty_two_wk_max,volume,avg_volume,market_cap,beta,PE_ratio,eps,earnings_date_min,earnings_date_max,dividend_yield,dividend_date,one_year_est,RSI,Adj_Close,Change,Gain,Loss,AVG_gain,AVG_Loss,RS,target
(BBDC),9.81,10.02,9.85,9780.0,10350.0,9.65,9.85,9.3,10.59,233160.0,134245.0,480.207M,0.63,8.46,1.16,"May 06, 2020 "," May 10, 2020","['0.64', '(6.39%)']","Mar 09, 2020",10.59,39.035695088207476,9.81,-0.20999999999999908,0.0,0.20999999999999908,0.04790694097363952,0.07481904319389235,0.6403041114745273,2.0
(CRS),34.45,35.88,34.32,3720.0,51890.0,33.83,35.85,33.83,56.33,295343.0,308539.0,1.647,2.08,9.34,3.69,"Apr 22, 2020 "," Apr 26, 2020","['0.80', '(2.23%)']","Jan 30, 2020",53.0,,,,,,,,,
(ESTE),3.44,3.82,3.67,3400.0,3680.0,3.4,3.78,3.0,7.94,386570.0,223122.0,222.109M,2.06,2.51,1.37,M,a,"['N/A', '(N/A)']",,7.85,32.361122242026575,3.44,-0.3799999999999999,0.0,0.3799999999999999,0.07061946652755784,0.14760370261781294,0.4784396683490473,2.0
(SB),1.27,1.27,1.25,1100.0,1430.0,1.25,1.3,1.11,2.38,231641.0,283862.0,131.362M,1.65,29.53,0.043,"May 25, 2020 "," May 31, 2020","['N/A', '(N/A)']","Aug 13, 2015",1.62,38.1596323497188,1.27,0.0,0.0,-0.0,0.011353694363182438,0.01839946011988508,0.6170667122407586,2.0
(HELE),153.44,160.56,155.26,151410.0,153400.0,150.2,157.37,108.31,198.59,290510.0,159645.0,3.862,0.8,20.22,7.59,"Apr 23, 2020 "," Apr 27, 2020","['N/A', '(N/A)']",,220.6,,,,,,,,,
(IMAX),15.03,14.82,14.32,14970.0,14990.0,14.22,15.68,14.22,25.75,2035615.0,700918.0,922.284M,0.96,19.78,0.76,"Apr 23, 2020 "," Apr 27, 2020","['N/A', '(N/A)']",,23.15,,,,,,,,,
(IBOC),32.21,33.03,31.64,31780.0,31810.0,31.44,32.8,31.44,44.0,238181.0,171434.0,2.1,1.33,10.32,3.12,"May 06, 2020 "," May 10, 2020","['1.10', '(3.33%)']","Sep 26, 2019",22.0,,,,,,,,,
(SSTK),38.0,38.19,37.31,37610.0,55000.0,36.69,38.18,33.26,48.34,225686.0,164532.0,1.349,1.13,66.67,0.57,"Apr 22, 2020 "," Apr 26, 2020","['0.68', '(1.76%)']","Mar 03, 2020",34.67,,,,,,,,,
(CODI),17.83,18.39,18.0,17520.0,18360.0,17.71,18.36,15.51,26.37,224259.0,299201.0,1.068,1.35,4.89,3.65,"Apr 28, 2020 "," May 03, 2020","['1.44', '(7.66%)']","Jan 14, 2020",23.67,,,,,,,,,
(VRTU),43.9,44.43,43.16,43360.0,43810.0,42.42,44.02,31.99,57.0,173514.0,246965.0,1.311,1.07,45.78,0.96,"May 12, 2020 "," May 17, 2020","['N/A', '(N/A)']",,55.33,40.66999287026498,43.9,-0.5300000000000011,0.0,0.5300000000000011,0.29868343354142274,0.4357239574168357,0.6854877462147141,2.0
(AAON),58.97,58.61,56.61,58430.0,58680.0,56.6,59.24,40.89,60.0,249231.0,155314.0,3.072,0.83,57.81,1.02,F,e,"['0.32', '(0.55%)']","Nov 25, 2019",44.5,59.9435965455314,58.97,0.35999999999999943,0.35999999999999943,0.0,0.7816791477087621,0.5223452898556765,1.4964797479551106,2.0
(WSBF),17.32,17.44,17.07,17230.0,24620.0,16.99,17.4,15.55,19.48,209720.0,82593.0,470.21M,0.13,12.64,1.37,"Apr 20, 2020 "," Apr 26, 2020","['0.48', '(2.75%)']","Mar 09, 2020",20.0,42.56402786001222,17.32,-0.12000000000000098,0.0,0.12000000000000098,0.07536058020831914,0.10169169608510567,0.7410691640470816,2.0
(SCSC),25.82,26.1,25.03,25330.0,32000.0,24.75,26.01,24.75,39.14,222489.0,119227.0,654.429M,0.94,14.27,1.81,"May 06, 2020 "," May 10, 2020","['N/A', '(N/A)']",,38.5,23.082582336283025,25.82,-0.28000000000000114,0.0,0.28000000000000114,0.1554406084491559,0.5179702178812329,0.3000956485200803,0.0
(RLI),81.88,81.77,79.18,81770.0,82040.0,79.18,82.1,68.79,99.93,228784.0,218424.0,3.678,0.66,19.36,4.23,"Apr 14, 2020 "," Apr 19, 2020","['0.92', '(1.09%)']","Feb 26, 2020",91.0,,,,,,,,,
(LBRDA),121.99,125.93,123.84,122050.0,120800.0,119.81,123.84,88.18,138.47,211980.0,86018.0,22.409,1.11,190.61,0.64,"Aug 05, 2019 "," Aug 11, 2019","['N/A', '(N/A)']",,144.0,,,,,,,,,
(EBSB),16.2,16.4,16.02,16010.000000000002,16059.999999999998,15.82,16.36,14.62,20.86,197495.0,173562.0,854.889M,0.65,12.46,1.3,"Apr 20, 2020 "," Apr 26, 2020","['0.32', '(1.91%)']","Mar 17, 2020",19.5,,,,,,,,,
(YRD),4.07,4.14,4.1,4100.0,4270.0,4.03,4.33,4.0,17.44,220335.0,308531.0,383.585M,2.36,1.53,2.657,"Mar 22, 2020 "," Mar 26, 2020","['N/A', '(N/A)']","Apr 26, 2018",49.68,,,,,,,,,
(ATRO),18.21,18.24,17.6,18070.0,18110.0,17.3,18.38,17.3,44.34,219078.0,239872.0,568.502M,1.49,11.38,1.6,F,e,"['N/A', '(N/A)']","Jan 24, 1994",27.75,,,,,,,,,
(ORA),70.98,71.5,70.25,70210.0,70410.0,69.16,71.25,54.0,87.07,245029.0,182991.0,3.622,0.97,41.27,1.72,M,a,"['0.44', '(0.62%)']","Mar 10, 2020",74.5,,,,,,,,,
(SWX),70.28,71.32,69.32,70710.0,80050.0,68.86,70.78,64.01,92.94,913324.0,378950.0,3.839,0.24,19.6,3.59,"May 04, 2020 "," May 10, 2020","['2.28', '(3.53%)']","May 13, 2020",83.83,41.01499750928043,70.28,-1.039999999999992,0.0,1.039999999999992,0.6012357428122277,0.8646566851372962,0.6953462028883282,2.0
(FICO),357.93,380.4,369.11,325000.0,356650.0,345.32,370.89,247.95,436.69,402432.0,222185.0,10.433,1.09,52.33,6.84,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']","Feb 28, 2017",434.6,35.78480407756993,357.93,-22.469999999999967,0.0,22.469999999999967,3.5525679807930737,6.375020201867505,0.5572637996899807,2.0
(PFLT),11.23,11.54,11.3,11220.0,11770.0,11.11,11.48,10.7,13.42,213067.0,176724.0,435.411M,0.79,26.55,0.42,"May 05, 2020 "," May 10, 2020","['1.14', '(9.88%)']","Feb 13, 2020",13.1,,,,,,,,,
(STC),37.88,38.27,37.73,37900.0,38050.0,36.82,38.11,32.61,44.49,167831.0,150555.0,896.995M,0.48,11.44,3.31,"Apr 22, 2020 "," Apr 26, 2020","['1.20', '(3.13%)']","Mar 12, 2020",41.0,41.70877677099642,37.88,-0.39000000000000057,0.0,0.39000000000000057,0.28795852053284143,0.4024441784335855,0.7155241297157008,2.0
(BOKF),65.13,70.46,68.13,62560.0,84770.0,63.84,69.67,63.84,88.7,599861.0,188788.0,4.604,1.25,9.27,7.03,"Oct 21, 2019 "," Oct 27, 2019","['2.04', '(2.90%)']","Feb 10, 2020",87.0,21.92612001738701,65.13,-5.329999999999998,0.0,5.329999999999998,0.34798301768789075,1.2390876423830506,0.2808380987632476,0.0
(TOWN),22.77,23.09,22.5,22430.0,22510.0,22.26,23.17,22.25,29.02,184828.0,116952.0,1.654,1.16,11.86,1.92,"Apr 22, 2020 "," Apr 26, 2020","['0.72', '(3.12%)']","Mar 26, 2020",28.33,,,,,,,,,
(LOB),13.6,14.25,13.9,12500.0,19700.0,13.23,14.09,13.23,20.46,193951.0,127785.0,548.511M,1.1,30.91,0.44,J,a,"['0.12', '(0.78%)']","Feb 23, 2020",22.5,15.129149520012929,13.6,-0.6500000000000004,0.0,0.6500000000000004,0.05229017468668685,0.29333516676107313,0.17826084497150713,0.0
(MOG-A),74.76,77.81,74.91,70010.0,74010.0,72.9,76.84,72.9,98.52,202775.0,171463.0,2.726,1.62,14.03,5.33,N,/,"['1.00', '(1.25%)']","Feb 12, 2020",97.33,31.07432927639975,74.76,-3.049999999999997,0.0,3.049999999999997,0.6180901149958405,1.3709797358706308,0.4508382573600381,2.0
(MCY),44.31,44.09,42.86,43930.0,44070.0,42.61,44.55,42.61,65.22,284223.0,282231.0,2.535,0.28,7.67,5.78,"Apr 26, 2020 "," Apr 30, 2020","['2.52', '(5.54%)']","Mar 15, 2020",50.0,,,,,,,,,
(CTRN),17.26,17.66,17.23,17240.0,17140.0,16.89,17.65,13.41,24.78,195501.0,95496.0,201.081M,0.63,14.34,1.2,M,a,"['0.32', '(1.81%)']","Mar 01, 2020",28.0,,,,,,,,,
(CCMP),138.92,140.41,135.81,131540.0,136950.0,133.72,139.39,97.23,169.13,174109.0,255421.0,4.06,1.31,63.64,2.18,"May 05, 2020 "," May 10, 2020","['1.70', '(1.15%)']","Mar 22, 2020",175.0,40.1357831517206,138.92,-1.4900000000000089,0.0,1.4900000000000089,1.6729666657831768,2.4953004873929716,0.6704469759195418,2.0
(PLXS),65.15,64.68,62.41,65220.0,65330.0,62.36,65.34,49.35,86.53,129083.0,172678.0,1.902,0.95,16.93,3.85,"Apr 14, 2020 "," Apr 19, 2020","['N/A', '(N/A)']",,82.25,,,,,,,,,
(KODK),2.61,2.6,2.6,2600.0,2740.0,2.6,2.6948,1.87,4.78,203244.0,326201.0,112.813M,2.45,0.78,3.355,"Mar 29, 2020 "," Apr 02, 2020","['N/A', '(N/A)']",,1.0,27.354795906609894,2.61,0.009999999999999787,0.009999999999999787,0.0,0.02833749604714088,0.07525492754061301,0.3765533629920501,0.0
(LAD),111.77,114.98,111.8,111680.0,112230.0,109.76,113.99,85.01,165.27,184468.0,214162.0,2.607,1.17,9.64,11.6,"Apr 21, 2020 "," Apr 26, 2020","['1.20', '(1.04%)']","Mar 11, 2020",161.0,23.614339527554336,111.77,-3.2100000000000084,0.0,3.2100000000000084,0.5444014927825301,1.760983725158021,0.3091462374154983,0.0
(ASTE),36.32,37.76,36.43,35850.0,36070.0,35.59,37.49,26.2,46.37,179608.0,116973.0,818.882M,1.36,38.23,0.95,"Apr 20, 2020 "," Apr 26, 2020","['0.44', '(1.17%)']","Mar 10, 2020",44.67,33.720921320483235,36.32,-1.4399999999999975,0.0,1.4399999999999975,0.3865944290249285,0.7598583186646719,0.5087717269507632,2.0
(MOV),14.45,14.29,13.87,14290.0,17250.0,13.8,15.1,13.8,40.21,262351.0,213090.0,343.15M,0.42,5.97,2.42,"Mar 25, 2020 "," Mar 29, 2020","['0.80', '(5.46%)']","Dec 04, 2019",18.0,34.444527448109866,14.45,0.16000000000000014,0.16000000000000014,0.0,0.13465243776880034,0.2562730524172738,0.5254256602428647,2.0
(JMEI),19.19,19.32,19.33,19140.0,19170.0,19.11,19.35,15.32,27.8,200712.0,98834.0,219.05M,1.11,35.41,0.54,"Aug 15, 2016 "," Aug 17, 2016","['N/A', '(N/A)']",,12.5,,,,,,,,,
(STBA),31.85,32.6,31.4,31480.0,31660.0,30.89,32.44,30.89,41.54,199189.0,161200.0,1.26,0.65,11.29,2.82,"Apr 15, 2020 "," Apr 19, 2020","['1.12', '(3.41%)']","Feb 11, 2020",42.5,,,,,,,,,
(PFS),19.71,19.78,19.13,19560.0,19720.0,18.8,19.98,18.8,27.57,322642.0,224859.0,1.316,0.55,11.33,1.74,"Apr 23, 2020 "," Apr 27, 2020","['0.92', '(4.46%)']","Feb 12, 2020",25.0,25.67962124335567,19.71,-0.07000000000000027,0.0,0.07000000000000027,0.08881480271247827,0.2570423338504613,0.34552597380378497,0.0
(SAM),384.93,393.91,388.91,384490.0,378430.0,375.25,394.8,258.34,444.65,159337.0,148336.0,4.679,0.68,42.02,9.16,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,421.18,,,,,,,,,
(AKCA),16.72,17.35,16.93,16340.0,16690.0,16.45,17.55,13.9,32.57,181575.0,276322.0,1.69,1.28,58.46,0.29,F,e,"['N/A', '(N/A)']",,30.0,,,,,,,,,
(FELE),52.22,51.93,50.25,51670.0,51760.0,50.25,52.49,42.87,61.49,110746.0,198675.0,2.423,1.29,25.72,2.03,"Apr 20, 2020 "," Apr 26, 2020","['0.62', '(1.19%)']","Feb 04, 2020",52.0,,,,,,,,,
(UMC),2.5,2.56,2.54,2410.0,2490.0,2.45,2.55,1.82,2.85,822462.0,665993.0,6.028,0.48,18.52,0.135,N,/,"['0.09', '(3.66%)']","Jul 14, 2019",2.43,41.71786210075254,2.5,-0.06000000000000005,0.0,0.06000000000000005,0.018126029772183028,0.025323056205442018,0.7157915547447893,2.0
(HAFC),15.13,15.28,14.74,15140.0,15080.0,14.73,15.42,14.73,24.09,193349.0,140231.0,464.925M,1.22,14.27,1.06,"Apr 20, 2020 "," Apr 26, 2020","['0.96', '(6.28%)']","Jan 30, 2020",18.25,30.07231038013575,15.13,-0.14999999999999858,0.0,0.14999999999999858,0.09969884472068202,0.2318315347560409,0.4300486766202721,2.0
(RBB),15.69,16.9,16.98,15570.0,15680.0,15.55,17.05,15.51,21.9,187323.0,34093.0,314.285M,1.15,8.17,1.92,J,a,"['0.48', '(2.76%)']","Feb 05, 2020",22.5,,,,,,,,,
(MHO),36.69,37.95,36.93,36200.0,45420.0,35.67,37.25,25.0,48.02,196064.0,300326.0,1.058,0.85,8.19,4.48,"Apr 21, 2020 "," Apr 26, 2020","['N/A', '(N/A)']","Jun 26, 2008",47.5,,,,,,,,,
(PRLB),84.12,85.29,82.37,71000.0,99000.0,81.51,85.25,81.51,119.98,191324.0,218593.0,2.253,1.64,35.8,2.35,"Apr 22, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,86.0,27.35978024412984,84.12,-1.1700000000000017,0.0,1.1700000000000017,0.5133870238959187,1.3630426086340002,0.3766478176426338,0.0
(WHF),13.43,13.68,13.5,12800.0,13990.0,13.17,13.64,12.27,14.86,182763.0,145904.0,272.319M,0.58,10.21,1.32,"May 05, 2020 "," May 10, 2020","['1.42', '(10.47%)']","Dec 17, 2019",15.0,,,,,,,,,
(ITGR),85.09,87.13,84.2,81110.0,83870.0,82.36,85.32,67.72,99.95,244434.0,210322.0,2.791,0.78,29.19,2.91,"Apr 29, 2020 "," May 03, 2020","['N/A', '(N/A)']",,122.5,,,,,,,,,
(MTX),42.33,43.65,41.56,42170.0,42220.0,41.22,43.83,41.22,63.75,346659.0,177421.0,1.499,1.83,11.2,3.78,"Apr 29, 2020 "," May 03, 2020","['0.20', '(0.44%)']","Feb 12, 2020",61.0,,,,,,,,,
(DSGX),39.71,42.55,41.73,39480.0,39660.0,38.89,41.81,33.35,47.43,185071.0,112763.0,3.351,0.89,88.24,0.45,N,/,"['N/A', '(N/A)']",,45.18,33.90485084196334,39.71,-2.8399999999999963,0.0,2.8399999999999963,0.3163387857032762,0.6166804662550608,0.5129703355520874,2.0
(NBTB),33.14,33.58,32.44,32610.0,32670.0,32.03,33.32,32.03,41.5,184719.0,131408.0,1.49,0.81,12.09,2.74,"Apr 19, 2020 "," Apr 23, 2020","['1.08', '(3.04%)']","Feb 26, 2020",40.25,,,,,,,,,
(HRTG),12.27,12.14,11.92,12170.0,12350.0,11.82,12.31,10.84,16.38,183038.0,129700.0,351.547M,0.77,12.52,0.98,F,e,"['0.24', '(1.98%)']","Mar 12, 2020",17.33,,,,,,,,,
(WSO),181.03,180.13,175.08,142500.0,198000.0,173.44,182.04,136.45,183.0,615047.0,221424.0,6.789,0.8,27.45,6.6,"Apr 20, 2020 "," Apr 26, 2020","['6.40', '(3.64%)']","Jan 14, 2020",171.6,,,,,,,,,
(ABG),87.02,88.62,85.11,86260.0,97000.0,84.42,87.36,66.46,123.45,229270.0,211191.0,1.678,1.24,9.11,9.55,"Apr 20, 2020 "," Apr 26, 2020","['N/A', '(N/A)']","Jul 29, 2008",111.14,34.79444084581482,87.02,-1.6000000000000083,0.0,1.6000000000000083,0.7426267408340205,1.3916990962295341,0.5336115708100874,2.0
(PBFX),16.17,17.21,17.09,16040.0,16800.0,16.17,17.11,16.17,22.0,182664.0,91534.0,1.005,0.84,9.46,1.71,"Apr 28, 2020 "," May 03, 2020","['2.08', '(12.09%)']","Feb 23, 2020",23.7,,,,,,,,,
(HSII),23.49,22.89,22.05,23500.0,23520.0,22.05,23.56,20.53,42.59,161050.0,112549.0,450.313M,1.55,9.79,2.4,"Apr 26, 2020 "," Apr 30, 2020","['0.60', '(2.62%)']","Mar 04, 2020",31.0,40.77759030279652,23.49,0.5999999999999979,0.5999999999999979,0.0,0.3298697854790821,0.4790789116597475,0.6885500017862672,2.0
(RELX),24.21,24.5,23.84,24200.0,24270.0,23.82,24.27,21.2,27.26,840261.0,392457.0,45.846,0.08,22.25,1.09,N,/,"['0.59', '(2.41%)']","Apr 23, 2020",32.4,,,,,,,,,
(VCTR),17.98,19.08,18.57,14000.0,22000.0,17.21,18.77,12.98,24.83,173927.0,143262.0,1.217,1.77,14.27,1.26,F,e,"['0.20', '(0.94%)']","Mar 08, 2020",26.39,,,,,,,,,
(OMCL),82.96,84.95,82.42,79000.0,83060.0,80.4,85.11,67.3,94.85,133618.0,201514.0,3.615,1.09,58.01,1.43,"Apr 22, 2020 "," Apr 26, 2020","['N/A', '(N/A)']",,94.14,,,,,,,,,
(TFX),346.92,340.47,331.9,340580.0,342280.0,328.29,349.57,271.56,398.65,332913.0,202783.0,16.084,0.9,35.4,9.8,"Apr 29, 2020 "," May 03, 2020","['1.36', '(0.41%)']","Feb 27, 2020",424.45,43.258782609934904,346.92,6.449999999999988,6.449999999999988,0.0,3.1923342285646488,4.187286823997034,0.7623872838778597,2.0
(CACC),422.34,430.17,419.63,419550.0,421480.0,415.73,433.67,385.36,509.99,163508.0,139632.0,7.666,0.73,12.22,34.57,"Apr 26, 2020 "," Apr 30, 2020","['N/A', '(N/A)']",,374.43,46.64765811592828,422.34,-7.830000000000041,0.0,7.830000000000041,3.0555789348309195,3.4947583344854234,0.874331968731346,2.0
(VMI),115.96,117.23,113.69,114890.0,115860.0,113.19,116.39,110.97,154.86,145283.0,108172.0,2.459,1.45,18.72,6.2,"Apr 20, 2020 "," Apr 26, 2020","['1.50', '(1.02%)']","Dec 25, 2019",145.5,,,,,,,,,
(CHA),37.49,38.06,37.64,37000.0,43000.0,37.33,37.76,36.92,57.09,166641.0,85385.0,30.566,0.84,10.71,3.5,"Dec 19, 2016 "," Dec 27, 2016","['1.60', '(4.20%)']","May 30, 2019",51.47,37.4421014381596,37.49,-0.5700000000000003,0.0,0.5700000000000003,0.18817560157887325,0.3144019631170327,0.5985191686249965,2.0
(KNSL),125.55,128.91,126.67,126000.0,123590.0,120.62,127.33,65.54,132.68,164019.0,179634.0,2.791,0.29,43.9,2.86,F,e,"['0.36', '(0.28%)']","Feb 26, 2020",137.0,,,,,,,,,
(CKH),30.07,30.3,29.14,29920.0,44190.0,29.09,30.53,29.09,51.42,152424.0,104296.0,606.789M,0.77,21.77,1.38,"May 24, 2020 "," Jun 03, 2020","['N/A', '(N/A)']","Dec 12, 2012",51.5,,,,,,,,,
(CRESY),4.87,4.96,4.87,4840.0,4860.0,4.755,4.96,4.06,13.0,134052.0,258337.0,332.427M,1.09,0.9,5.42,N,/,"['N/A', '(N/A)']","Nov 09, 2017",21.57,,,,,,,,,
(WRE),27.97,28.46,27.67,27410.0,35000.0,26.88,28.04,25.18,32.22,280801.0,376060.0,2.246,1.0,6.71,4.17,A,p,"['1.20', '(3.84%)']","Dec 19, 2019",29.93,,,,,,,,,
(HNI),30.91,31.44,30.41,30360.0,30310.0,29.92,31.5,29.9,42.9,161072.0,181147.0,1.315,1.21,12.17,2.54,"Apr 19, 2020 "," Apr 23, 2020","['1.22', '(3.88%)']","Feb 20, 2020",36.0,31.80982416548079,30.91,-0.5300000000000011,0.0,0.5300000000000011,0.3032493424246052,0.6500704271127682,0.4664869063056152,2.0
(CSV),20.6,20.9,20.49,20470.0,22000.0,20.17,20.94,16.58,28.5,153284.0,103349.0,368.192M,0.78,25.75,0.8,F,e,"['0.30', '(1.44%)']","Feb 06, 2020",35.0,37.40923155837866,20.6,-0.2999999999999972,0.0,0.2999999999999972,0.1978422297430153,0.3310171493497476,0.5976796976581363,2.0
(OSIS),82.12,81.03,79.06,81430.0,82300.0,78.89,82.59,78.89,117.21,177572.0,168481.0,1.512,0.84,19.79,4.15,"Apr 27, 2020 "," May 03, 2020","['N/A', '(N/A)']",,115.25,,,,,,,,,
(RDY),42.53,42.41,41.82,36000.0,45000.0,41.82,42.73,34.67,46.19,125938.0,187718.0,7.139,-0.19,30.29,1.4,N,/,"['N/A', '(N/A)']","Jul 12, 2018",39.21,,,,,,,,,
(DAC),5.02,5.08,5.0,4800.0,6950.0,4.97,5.28,4.72,14.14,156328.0,166713.0,124.442M,1.05,0.62,8.09,"May 10, 2020 "," May 14, 2020","['N/A', '(N/A)']","Nov 02, 2008",9.0,,,,,,,,,
(CYOU),10.67,10.69,10.69,10670.0,10680.0,10.67,10.72,5.43,20.55,156245.0,278213.0,586.771M,0.47,6.0,1.78,M,a,"['N/A', '(N/A)']","May 13, 2019",10.2,,,,,,,,,
(WLKP),20.57,21.07,20.83,20180.0,26890.0,20.52,21.26,20.52,26.48,155565.0,85767.0,723.951M,0.65,11.63,1.77,"Apr 29, 2020 "," May 03, 2020","['1.89', '(8.95%)']","Jan 30, 2020",26.69,,,,,,,,,
(LBAI),13.71,14.06,13.5,13590.0,13640.0,13.37,13.92,13.37,17.63,133360.0,119468.0,692.546M,0.95,9.93,1.38,"Apr 26, 2020 "," Apr 30, 2020","['0.50', '(3.56%)']","Feb 02, 2020",18.33,26.1008293783719,13.71,-0.34999999999999964,0.0,0.34999999999999964,0.08161729572188307,0.2310827129204253,0.35319515982135996,0.0
(JAX),7.92,7.58,7.41,6770.0,7820.0,7.1,8.0,7.1,12.01,154750.0,52621.0,118.477M,0.78,15.23,0.52,N,o,"['N/A', '(N/A)']",,15.0,,,,,,,,,
(LANC),150.27,149.12,146.16,148220.0,150210.0,145.12,150.62,133.77,165.5,91208.0,132921.0,4.134,0.4,27.99,5.37,"Apr 22, 2020 "," Apr 26, 2020","['2.80', '(1.88%)']","Mar 04, 2020",166.67,46.80571074302225,150.27,1.1500000000000057,1.1500000000000057,0.0,0.8913905128940083,1.013057681019799,0.8799010457101375,2.0
(FBK),28.99,29.85,28.84,28660.0,37290.0,28.29,29.09,28.29,40.33,151982.0,103168.0,927.373M,1.0,10.94,2.65,J,a,"['0.36', '(1.15%)']","Feb 12, 2020",41.83,,,,,,,,,
(SCVL),28.09,26.96,26.15,27980.0,28040.0,26.02,28.38,21.47,40.0,180085.0,175985.0,398.69M,0.77,10.32,2.72,"Mar 23, 2020 "," Mar 29, 2020","['0.34', '(1.14%)']","Jan 09, 2020",45.5,,,,,,,,,
(PRIM),20.33,20.12,19.4,20080.0,20320.0,19.4,20.41,17.8,23.98,133371.0,135113.0,989.361M,1.28,12.63,1.61,"May 04, 2020 "," May 10, 2020","['0.24', '(1.19%)']","Mar 29, 2020",28.75,,,,,,,,,
(CBPO),115.39,115.98,115.83,112000.0,116000.0,114.94,116.0,80.1,119.44,147512.0,95906.0,4.436,0.85,28.37,4.07,M,a,"['N/A', '(N/A)']",,88.22,42.425068393636316,115.39,-0.5900000000000034,0.0,0.5900000000000034,0.15032891377402274,0.2040109128096672,0.7368670219826561,2.0
(DCOM),16.81,17.11,16.7,16660.0,16620.0,16.48,17.23,16.48,22.5,149283.0,142632.0,590.949M,0.93,16.64,1.01,"Apr 22, 2020 "," Apr 26, 2020","['0.56', '(3.27%)']","Feb 04, 2020",22.0,,,,,,,,,
(CAE),24.86,24.91,24.35,24860.0,25470.0,24.27,25.02,20.8,31.56,482777.0,434124.0,6.633,1.07,24.86,1.0,"Aug 09, 2016 "," Aug 14, 2016","['0.33', '(1.33%)']","Mar 11, 2020",19.03,,,,,,,,,
(VOC),3.6,3.79,3.72,3490.0,4370.0,3.32,3.7035,3.32,6.86,150457.0,74616.0,59.118M,1.84,4.93,0.73,M,a,"['0.44', '(10.33%)']","Jan 28, 2020",4.0,32.389025822373036,3.52,-0.27,0.0,0.27,0.03814534071037766,0.07962708294809617,0.479049832018111,2.0
(MCRI),38.46,39.13,37.61,38680.0,38680.0,37.13,39.0,37.07,57.57,248438.0,130960.0,717.948M,0.95,21.85,1.76,M,a,"['N/A', '(N/A)']",,53.5,14.446426140899234,38.46,-0.6700000000000017,0.0,0.6700000000000017,0.17140289660864308,1.0150697640820514,0.1688582427274309,0.0
(UVSP),22.29,22.95,22.26,22120.0,22180.0,21.88,22.71,21.87,27.8,130811.0,95073.0,653.868M,0.8,9.95,2.24,J,a,"['0.80', '(3.40%)']","Mar 08, 2020",28.0,23.3725290207224,22.29,-0.6600000000000001,0.0,0.6600000000000001,0.07628394814382858,0.25009899516621803,0.3050150125278576,0.0
(HSTM),24.96,24.45,23.94,24570.0,24960.0,23.45,25.07,23.35,29.78,146861.0,151467.0,808.197M,0.73,51.25,0.49,"Apr 19, 2020 "," Apr 23, 2020","['N/A', '(N/A)']","Mar 04, 2018",28.0,,,,,,,,,
(IBCP),18.86,19.12,18.52,18840.0,18740.0,18.01,19.02,18.01,23.93,137030.0,117183.0,424.003M,0.56,9.43,2.0,"Apr 19, 2020 "," Apr 23, 2020","['0.80', '(4.18%)']","Feb 03, 2020",24.0,,,,,,,,,
(AOSL),10.17,10.42,10.35,10020.0,10060.0,10.0,10.42,8.22,14.5,131430.0,124229.0,252.038M,1.16,254.25,0.04,F,e,"['N/A', '(N/A)']",,15.33,,,,,,,,,
(MOD),5.93,6.32,6.04,5760.0,7060.0,5.76,6.27,5.76,16.67,511478.0,384368.0,314.787M,1.88,28.1,0.21,"May 19, 2020 "," May 24, 2020","['N/A', '(N/A)']","Nov 18, 2008",9.5,26.293543489037678,5.93,-0.39000000000000057,0.0,0.39000000000000057,0.07053813055627571,0.19773354832825535,0.3567332460912303,0.0
(CVTI),12.0,12.65,12.06,11970.0,13230.0,11.73,12.37,11.39,23.19,228758.0,173804.0,221.543M,1.44,26.67,0.45,J,a,"['N/A', '(N/A)']",,19.25,40.400591737053496,12.0,-0.6500000000000004,0.0,0.6500000000000004,0.19254579232670116,0.2840457229161495,0.6778690076721936,2.0
(SAR),23.87,24.8,24.32,23510.0,26700.0,23.5,24.5,21.97,28.7,145694.0,100096.0,266.912M,0.69,5.45,4.38,J,a,"['2.24', '(9.16%)']","Jan 22, 2020",27.5,,,,,,,,,
(THRM),40.85,41.44,40.1,40650.0,40720.0,40.1,41.43,35.63,49.95,126719.0,147711.0,1.34,1.19,36.15,1.13,F,e,"['N/A', '(N/A)']",,52.5,,,,,,,,,
(LOMA),5.8,5.92,5.73,5770.0,7990.0,5.62,6.0,4.15,13.18,141332.0,299685.0,908.216M,0.97,12.66,0.46,N,/,"['N/A', '(N/A)']",,605.62,29.04477196864741,5.8,-0.1200000000000001,0.0,0.1200000000000001,0.03024993281951225,0.07389938827746784,0.4093394211320631,0.0
(EE),68.08,68.14,68.2,68040.0,68140.0,67.88,68.21,57.07,74.44,533683.0,292245.0,2.774,0.57,22.62,3.01,"May 05, 2020 "," May 10, 2020","['1.54', '(2.26%)']","Mar 15, 2020",60.25,47.442143627356636,68.08,-0.060000000000002274,0.0,0.060000000000002274,0.031191378677207414,0.0345547623956034,0.9026651180555092,2.0
(MIXT),12.19,12.72,12.41,12180.0,12200.0,12.12,12.51,11.96,19.05,143317.0,91654.0,273.967M,-0.13,19.5,0.62,N,/,"['0.26', '(2.07%)']","Feb 19, 2020",371.12,,,,,,,,,
